ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
10451,14958,1,2025-11-13,1,26,520,10067,61,20319,1,0
10452,14959,1,2025-10-30,1,26,522,10178,62,20320,1,0
10453,14960,1,2025-11-14,1,5,117,2231,12,20321,1,0
10454,14961,1,2025-05-15,1,5,124,2475,12,20322,1,0
10455,14963,2,2025-11-25,1,5,124,2230,11,20325,1,0
10456,14964,1,2025-07-08,1,17,343,6753,40,20327,1,0
10457,14965,1,2025-05-01,1,26,525,10250,61,20329,1,0
10458,14966,1,2025-07-28,1,12,265,5227,30,20333,1,0
10459,14966,1,2025-07-17,1,12,265,5424,29,20332,1,0
10460,14968,1,2025-06-30,1,1,25,501,2,20334,1,0
10461,14969,1,2025-12-23,1,22,439,8884,54,20335,1,0
10462,14971,2,2025-10-31,1,22,442,8936,53,20338,1,0
10463,14974,2,2025-05-20,1,5,118,2258,12,20341,1,0
10464,14974,1,2025-05-15,1,5,118,2337,11,20340,1,0
10465,14975,1,2025-05-04,1,22,435,8957,54,20343,1,0
10466,14977,1,2025-12-16,1,17,345,6810,42,20345,1,0
10467,14979,2,2025-06-18,1,21,418,8195,49,20346,1,0
10468,14980,1,2025-07-08,1,5,117,2664,13,20347,1,0
10469,14983,1,2025-04-14,1,10,216,4330,23,20350,1,0
10470,14985,2,2025-11-03,1,30,594,11386,69,20353,1,0
10471,14986,1,2025-05-13,1,5,118,2594,13,20354,1,0
10472,14991,1,2025-11-22,1,13,279,5609,31,20357,1,0
10473,14992,1,2025-02-26,1,29,579,11208,67,20360,1,0
10474,14993,2,2025-12-11,1,14,300,5787,33,20361,1,0
10475,14995,1,2025-08-17,1,20,400,7695,47,20364,1,0
10476,14997,1,2025-08-30,1,11,238,4965,27,20366,1,0
10477,14999,1,2025-10-26,1,6,135,2712,15,20368,1,0
10478,15003,1,2025-12-14,1,8,171,3510,20,20374,1,0
10479,15005,1,2025-01-20,1,19,380,7668,46,20378,1,0
10480,15006,2,2025-12-20,1,21,417,8195,50,20379,1,0
10481,15007,1,2025-12-04,1,5,122,2572,12,20383,1,0
10482,15008,1,2025-07-01,1,28,554,10721,65,20384,1,0
10483,15011,1,2025-11-02,1,5,118,2259,11,20386,1,0
10484,15012,1,2025-12-08,1,5,118,2642,14,20387,1,0
10485,15012,1,2026-01-16,1,5,118,2594,14,20388,1,0
10486,15015,2,2025-08-18,1,5,107,2183,12,20389,1,0
10487,15016,1,2025-11-14,1,1,25,453,1,20394,1,0
10488,15017,1,2025-07-20,1,5,106,2203,11,20395,1,0
10489,15018,2,2025-02-19,1,26,521,10160,61,20397,1,0
10490,15021,1,2025-01-09,1,26,519,10352,62,20401,1,0
10491,15022,1,2025-05-15,1,8,178,3705,19,20402,1,0
10492,15023,2,2025-11-03,1,18,358,7006,43,20403,1,0
10493,15024,1,2025-12-09,1,5,106,2385,13,20404,1,0
10494,15026,1,2025-08-30,1,10,210,4203,24,20407,1,0
10495,15027,1,2025-04-13,1,10,215,4354,24,20410,1,0
10496,15029,2,2025-02-03,1,11,235,4672,28,20416,1,0
10497,15032,1,2025-09-16,1,5,109,2182,14,20420,1,0
10498,15033,1,2025-05-13,1,5,107,2551,14,20421,1,0
10499,15034,1,2025-05-16,1,5,105,2385,14,20424,1,1
10500,15035,2,2025-04-12,1,25,502,9973,59,20427,1,0
10501,15036,1,2025-08-25,1,11,230,4673,25,20429,1,0
10502,15036,1,2025-09-29,1,11,230,4495,25,20428,1,0
10503,15037,1,2025-11-23,1,23,470,9232,56,20431,1,0
10504,15038,1,2025-08-28,1,27,537,10610,63,20433,1,0
10505,15040,2,2025-04-01,1,8,171,3580,19,20435,1,0
10506,15043,1,2025-04-17,1,10,212,4160,24,20440,1,0
10507,15044,1,2025-02-27,1,26,526,9995,62,20441,1,0
10508,15045,1,2025-02-17,1,5,103,2336,14,20443,1,0
10509,15046,1,2025-04-08,1,5,104,2258,11,20444,1,0
10510,15048,2,2025-05-11,1,17,342,6980,40,20450,1,0
10511,15049,1,2025-03-13,1,18,368,7055,44,20451,1,0
10512,15050,1,2025-11-01,1,25,496,9878,59,20452,1,0
10513,15051,1,2025-09-30,1,27,537,10534,64,20453,1,0
10514,15052,1,2025-05-15,1,10,217,4134,23,20454,1,0
10515,15056,2,2025-03-16,1,5,113,2496,13,20460,1,0
10516,15057,1,2025-04-16,1,5,121,2431,14,20463,1,0
10517,15059,1,2025-07-25,1,19,382,7621,46,20464,1,0
10518,15059,1,2025-08-24,1,19,382,7386,45,20465,1,0
10519,15060,1,2025-12-29,1,17,350,6913,40,20466,1,0
10520,15060,1,2025-12-29,1,17,350,6755,41,20467,1,0
10521,15061,2,2025-05-22,1,13,277,5690,31,20468,1,0
10522,15062,2,2025-10-26,1,5,105,2552,12,20469,1,0
10523,15065,1,2025-07-20,1,5,109,2311,12,20475,1,0
10524,15065,2,2025-07-03,1,5,109,2405,13,20476,1,0
10525,15066,1,2025-11-26,1,5,109,2311,12,20477,1,0
10526,15067,1,2025-08-26,1,21,418,8221,49,20478,1,0
10527,15068,1,2025-01-06,1,30,585,11511,69,20480,1,0
10528,15069,1,2025-08-27,1,28,555,10853,65,20481,1,0
10529,15072,1,2025-04-10,1,5,121,2496,12,20484,1,0
10530,15073,1,2025-05-04,1,10,207,4329,24,20485,1,0
10531,15074,2,2025-02-17,1,1,14,683,2,20488,1,0
10532,15075,1,2025-07-25,1,19,378,7464,46,20490,1,0
10533,15076,1,2026-01-02,1,25,498,9782,59,20495,1,0
10534,15077,1,2025-07-20,1,12,261,5145,30,20496,1,0
10535,15078,2,2025-03-13,1,5,110,2356,12,20497,1,0
10536,15080,1,2025-09-04,1,5,111,2258,12,20502,1,0
10537,15081,1,2025-06-18,1,12,259,5375,30,20503,1,0
10538,15082,1,2025-05-20,1,5,112,2551,14,20504,1,0
10539,15084,1,2025-04-16,1,28,564,11040,66,20508,1,0
10540,15085,1,2025-12-21,1,22,453,8435,51,20512,1,0
10541,15086,2,2025-06-17,1,5,115,2666,11,20515,1,0
10542,15088,1,2025-07-30,1,14,294,5762,33,20519,1,0
10543,15089,1,2025-02-12,1,4,96,1915,9,20520,1,0
10544,15090,1,2025-11-10,1,4,85,1813,10,20521,1,0
10545,15091,2,2025-12-25,1,23,462,9317,55,20522,1,0
10546,15092,1,2025-08-09,1,31,607,11800,72,20524,1,0
10547,15096,2,2025-11-17,1,31,613,11627,72,20526,1,1
10548,15098,1,2025-08-01,1,1,22,622,1,20528,1,0
10549,15099,1,2025-07-17,1,11,241,4850,28,20529,1,0
10550,15100,1,2026-01-21,1,4,94,2107,10,20530,1,0
10551,15101,1,2025-12-27,1,5,115,2404,12,20531,1,0
10552,15103,1,2025-05-27,1,22,442,8806,52,20533,1,0
10553,15104,1,2025-07-05,1,9,201,3729,21,20535,1,0
10554,15105,1,2025-04-07,1,5,113,2230,13,20537,1,0
10555,15106,1,2025-07-10,1,3,79,1483,8,20538,1,0
10556,15107,1,2025-10-05,1,5,109,2450,12,20539,1,0
10557,15110,2,2025-07-25,1,5,122,2358,14,20542,1,1
10558,15112,1,2025-02-16,1,10,206,4113,23,20545,1,0
10559,15113,1,2025-06-18,1,25,497,9900,59,20546,1,0
10560,15114,1,2025-10-02,1,25,497,9803,59,20548,1,0
10561,15115,1,2025-03-12,1,5,118,2473,14,20549,1,0
10562,15116,1,2025-09-19,1,5,103,2183,11,20552,1,0
10563,15118,1,2025-12-19,1,11,223,4593,27,20553,1,0
10564,15121,1,2025-08-07,1,3,66,1608,7,20556,1,0
10565,15122,1,2025-10-28,1,7,153,3188,17,20558,1,0
10566,15123,1,2025-02-07,1,5,113,2230,12,20559,1,0
10567,15124,2,2025-07-11,1,5,122,2495,12,20560,1,0
10568,15125,1,2025-10-15,1,26,522,9996,61,20562,1,0
10569,15126,2,2025-07-13,1,1,14,682,1,20565,1,0
10570,15129,2,2025-10-08,1,5,117,2594,14,20575,1,0
10571,15131,1,2025-08-12,1,24,482,9365,57,20579,1,0
10572,15133,2,2025-07-21,1,11,229,4800,26,20583,1,0
10573,15135,1,2025-06-04,1,25,498,9975,59,20585,1,0
10574,15136,1,2025-07-31,1,1,22,646,2,20586,1,0
10575,15138,1,2025-07-16,1,22,452,8835,51,20589,1,0
10576,15139,1,2025-07-17,1,3,62,1140,8,20590,1,0
10577,15139,1,2025-07-15,1,3,62,1261,8,20591,1,0
10578,15140,1,2025-11-14,1,5,110,2665,14,20592,1,0
10579,15141,2,2025-09-24,1,31,609,11821,72,20593,1,0
10580,15142,1,2025-08-09,1,22,456,8959,53,20596,1,0
10581,15143,1,2025-09-13,1,29,580,11188,68,20599,1,0
10582,15145,2,2025-09-05,1,5,120,2667,14,20603,1,0
10583,15146,1,2025-11-06,1,8,170,3467,19,20604,1,1
10584,15148,2,2025-04-19,1,11,243,4673,25,20606,1,0
10585,15150,1,2025-05-26,1,5,116,2182,11,20608,1,0
10586,15151,1,2025-06-25,1,23,463,9101,55,20610,1,0
10587,15152,1,2025-11-09,1,22,454,8680,54,20612,1,0
10588,15155,1,2025-11-16,1,17,352,6980,39,20613,1,0
10589,15156,1,2025-05-23,1,11,229,4966,26,20615,1,0
10590,15157,1,2025-06-08,1,11,233,4965,28,20616,1,0
10591,15158,1,2025-05-10,1,31,606,11941,72,20618,1,0
10592,15159,1,2025-05-21,1,16,333,6480,38,20619,1,0
10593,15160,1,2025-10-01,1,5,104,2616,14,20621,1,0
10594,15161,1,2025-09-21,1,15,308,6383,35,20623,1,0
10595,15162,1,2025-03-27,1,24,481,9504,58,20625,1,0
10596,15163,1,2025-02-27,1,3,65,1690,7,20627,1,0
10597,15164,1,2025-03-24,1,25,502,9649,59,20629,1,0
10598,15166,1,2025-03-09,1,22,457,8658,52,20631,1,0
10599,15168,2,2025-06-03,1,6,130,3050,15,20632,1,0
10600,15169,1,2025-09-16,1,11,244,4823,26,20633,1,0
10601,15170,1,2025-10-02,1,26,529,10117,62,20637,1,0
10602,15171,1,2025-07-31,1,19,377,7644,46,20638,1,0
10603,15171,1,2025-07-28,1,19,377,7387,46,20639,1,0
10604,15172,1,2025-11-27,1,4,89,1916,10,20640,1,0
10605,15173,1,2025-04-10,1,25,498,9692,60,20641,1,0
10606,15174,2,2025-06-28,1,26,517,10118,61,20643,1,0
10607,15175,1,2025-12-18,1,5,119,2642,14,20644,1,0
10608,15176,2,2026-02-04,1,26,523,10203,61,20645,1,1
10609,15177,1,2025-07-30,1,5,113,2451,13,20646,1,0
10610,15178,1,2025-08-11,1,5,118,2284,14,20652,1,0
10611,15179,2,2025-04-20,1,5,117,2641,13,20654,1,0
10612,15181,1,2025-09-23,1,15,311,6413,36,20655,1,0
10613,15182,2,2025-11-09,1,1,26,430,2,20657,1,0
10614,15183,2,2025-10-12,1,11,243,4672,25,20658,1,0
10615,15183,1,2025-11-11,1,11,243,4872,27,20660,1,0
10616,15184,1,2025-07-17,1,25,504,9825,59,20661,1,0
10617,15185,1,2026-01-10,1,25,501,9691,60,20662,1,0
10618,15186,1,2025-03-01,1,12,256,5102,29,20663,1,0
10619,15187,1,2025-03-16,1,26,515,10354,61,20664,1,0
10620,15188,1,2025-01-17,1,29,580,11269,68,20665,1,0
10621,15189,1,2025-03-26,1,5,112,2642,11,20667,1,0
10622,15191,2,2025-09-15,1,8,178,3633,19,20669,1,0
10623,15193,1,2025-04-25,1,5,119,2384,12,20671,1,0
10624,15194,2,2025-07-03,1,8,170,3510,20,20674,1,0
10625,15196,1,2025-08-19,1,3,55,1505,6,20676,1,0
10626,15199,1,2025-05-18,1,19,384,7410,45,20680,1,0
10627,15200,1,2025-08-15,1,19,389,7546,46,20681,1,0
10628,15201,1,2025-11-09,1,30,595,11364,69,20682,1,0
10629,15203,1,2026-01-21,1,23,463,9316,56,20683,1,0
10630,15204,1,2025-06-29,1,1,25,603,2,20684,1,0
10631,15205,1,2025-07-05,1,14,294,5803,34,20687,1,0
10632,15206,1,2025-04-13,1,15,311,6230,36,20688,1,0
10633,15207,1,2026-01-24,1,5,112,2230,13,20689,1,0
10634,15209,1,2025-05-26,1,25,502,9878,60,20693,1,0
10635,15210,1,2025-08-06,1,14,302,5736,34,20694,1,0
10636,15211,1,2025-11-12,1,17,340,6755,41,20695,1,0
10637,15213,2,2025-08-10,1,21,417,8220,49,20697,1,0
10638,15215,2,2025-03-27,1,5,122,2180,11,20698,1,0
10639,15216,1,2025-09-04,1,26,521,10305,61,20699,1,0
10640,15217,1,2025-04-30,1,5,109,2259,13,20702,1,0
10641,15218,1,2025-02-28,1,5,118,2183,12,20703,1,0
10642,15220,2,2025-11-12,1,1,22,665,2,20705,1,0
10643,15221,2,2025-08-02,1,5,108,2475,14,20706,1,0
10644,15227,1,2025-06-12,1,6,137,2791,16,20708,1,0
10645,15228,2,2025-07-04,1,13,276,5608,32,20709,1,0
10646,15230,2,2026-01-21,1,5,114,2231,14,20711,1,0
10647,15232,1,2025-08-09,1,29,576,11119,68,20713,1,0
10648,15234,2,2025-12-18,1,6,134,3072,16,20715,1,0
10649,15235,1,2025-02-04,1,25,498,9876,59,20716,1,0
10650,15236,1,2025-04-29,1,21,419,8269,49,20717,1,0
10651,15238,1,2025-12-08,1,29,574,11341,68,20719,1,0
10652,15239,1,2025-02-13,1,2,33,940,4,20721,1,0
10653,15240,1,2025-04-16,1,23,465,9031,56,20723,1,0
10654,15241,2,2025-05-19,1,5,109,2473,13,20725,1,0
10655,15244,1,2025-11-15,1,7,159,3215,17,20731,1,0
10656,15245,1,2025-10-03,1,3,73,1550,8,20732,1,0
10657,15247,2,2025-07-15,1,26,515,10047,62,20735,1,0
10658,15252,1,2025-03-04,1,21,419,8368,49,20739,1,0
10659,15254,1,2025-06-02,1,13,281,5692,31,20741,1,0
10660,15254,2,2025-07-10,1,13,281,5635,32,20742,1,0
10661,15256,2,2025-04-25,1,31,601,11799,71,20744,1,0
10662,15257,1,2025-10-12,1,7,160,3213,17,20748,1,0
10663,15259,1,2025-09-22,1,5,112,2311,13,20751,1,0
10664,15259,2,2025-10-15,1,5,112,2451,11,20752,1,0
10665,15260,2,2025-12-31,1,5,113,2311,11,20753,1,0
10666,15261,1,2025-09-02,1,5,120,2474,13,20754,1,0
10667,15264,1,2025-08-11,1,5,104,2357,11,20759,1,0
10668,15265,1,2025-07-02,1,21,424,8338,49,20760,1,0
10669,15267,1,2025-08-26,1,29,570,11069,67,20763,1,0
10670,15270,1,2025-11-06,1,20,400,7942,48,20765,1,0
10671,15271,1,2025-10-21,1,4,92,2003,9,20767,1,0
10672,15272,1,2025-08-29,1,12,266,5036,30,20768,1,0
10673,15273,1,2025-07-20,1,1,17,645,1,20769,1,0
10674,15274,1,2025-11-23,1,5,118,2641,14,20770,1,0
10675,15276,1,2025-04-30,1,2,31,792,3,20771,1,0
10676,15277,1,2025-12-31,1,5,113,2432,13,20774,1,0
10677,15278,1,2025-03-17,1,5,115,2356,11,20775,1,0
10678,15279,1,2025-06-18,1,5,123,2385,13,20776,1,0
10679,15280,1,2025-04-27,1,5,104,2406,12,20777,1,0
10680,15285,2,2025-07-01,1,15,318,6200,36,20779,1,0
10681,15286,2,2025-09-20,1,6,141,2790,15,20780,1,0
10682,15289,2,2025-12-03,1,4,93,2135,10,20783,1,0
10683,15290,1,2025-09-10,1,3,59,1610,7,20784,1,1
10684,15291,1,2025-03-09,1,1,16,408,2,20787,1,0
10685,15292,1,2025-02-24,1,1,18,431,2,20788,1,0
10686,15293,1,2025-07-24,1,15,318,6342,36,20789,1,0
10687,15295,1,2025-10-09,1,5,117,2595,14,20794,1,0
10688,15296,2,2025-12-13,1,12,257,5401,29,20796,1,0
10689,15296,1,2025-12-13,1,12,257,5400,30,20797,1,0
10690,15297,1,2025-02-19,1,15,308,6413,36,20798,1,0
10691,15298,1,2025-09-24,1,1,25,503,1,20799,1,0
10692,15299,1,2025-04-23,1,3,56,1689,7,20800,1,0
10693,15300,1,2025-05-10,1,22,442,8484,54,20802,1,0
10694,15303,1,2025-07-09,1,29,576,11237,68,20803,1,0
10695,15305,2,2025-06-21,1,5,117,2616,12,20804,1,0
10696,15308,2,2025-10-26,1,5,121,2615,14,20812,1,0
10697,15309,1,2025-05-21,1,25,508,9669,59,20813,1,0
10698,15311,1,2025-03-12,1,7,155,3383,17,20816,1,0
10699,15312,1,2025-11-15,1,5,106,2357,12,20817,1,0
10700,15313,1,2025-09-25,1,5,109,2310,13,20818,1,0
10701,15314,2,2025-12-01,1,25,503,9758,60,20819,1,0
10702,15315,2,2025-03-25,1,5,122,2258,14,20820,1,0
10703,15317,2,2025-05-18,1,19,385,7340,46,20822,1,0
10704,15319,1,2025-05-07,1,30,594,11555,69,20825,1,0
10705,15320,1,2025-06-29,1,10,216,4133,23,20826,1,0
10706,15321,2,2026-01-07,1,11,229,4776,26,20827,1,0
10707,15324,2,2025-11-16,1,5,105,2202,14,20832,1,0
10708,15325,2,2025-10-09,1,10,215,4182,23,20833,1,0
10709,15327,1,2025-04-24,1,16,328,6667,37,20839,1,0
10710,15328,1,2025-04-12,1,14,301,6034,33,20840,1,0
10711,15329,1,2025-08-05,1,15,314,6098,35,20841,1,0
10712,15330,2,2025-08-29,1,5,118,2475,12,20842,1,0
10713,15330,1,2025-08-16,1,5,118,2357,14,20844,1,0
10714,15332,1,2025-01-25,1,10,206,4203,24,20845,1,0
10715,15333,2,2025-06-30,1,22,441,8482,53,20846,1,0
10716,15334,1,2025-05-09,1,19,382,7622,45,20847,1,0
10717,15335,2,2025-12-23,1,11,244,5014,25,20848,1,0
10718,15336,2,2025-05-21,1,12,258,5145,30,20849,1,0
10719,15337,1,2025-03-24,1,25,502,9847,60,20851,1,0
10720,15338,1,2025-08-18,1,5,112,2571,12,20852,1,0
10721,15339,1,2025-06-17,1,5,116,2385,14,20853,1,0
10722,15340,1,2025-03-10,1,4,90,2061,9,20854,1,1
10723,15341,2,2025-07-20,1,7,159,3264,18,20856,1,0
10724,15343,2,2025-06-18,1,22,450,9007,54,20858,1,0
10725,15345,1,2025-12-21,1,26,519,10028,62,20860,1,0
10726,15346,2,2025-09-01,1,13,274,5662,32,20861,1,0
10727,15347,2,2025-12-19,1,26,514,10025,61,20863,1,0
10728,15348,1,2025-06-20,1,17,346,6810,41,20865,1,0
10729,15349,1,2025-02-13,1,5,104,2181,14,20866,1,0
10730,15350,2,2025-12-26,1,13,278,5489,31,20868,1,0
10731,15355,1,2025-08-03,1,5,118,2337,11,20873,1,0
10732,15356,1,2026-01-21,1,1,25,525,1,20876,1,0
10733,15357,1,2025-09-19,1,5,103,2594,13,20877,1,0
10734,15358,1,2025-04-16,1,22,456,8981,54,20878,1,0
10735,15359,1,2025-03-22,1,5,123,2205,13,20880,1,0
10736,15360,1,2025-07-05,1,8,180,3491,19,20881,1,0
10737,15361,1,2025-06-18,1,5,116,2356,11,20882,1,0
10738,15362,2,2025-10-06,1,17,349,6735,42,20883,1,0
10739,15364,2,2025-07-01,1,22,437,8610,51,20886,1,0
10740,15365,2,2025-02-26,1,22,442,8706,53,20888,1,0
10741,15367,1,2025-04-13,1,30,585,11471,70,20891,1,0
10742,15368,2,2025-06-03,1,5,111,2385,13,20892,1,0
10743,15369,1,2025-03-10,1,11,227,4469,26,20893,1,0
10744,15370,1,2025-02-06,1,21,425,8412,49,20897,1,0
10745,15371,1,2025-05-19,1,8,175,3492,19,20899,1,0
10746,15375,1,2025-11-21,1,25,507,9823,60,20902,1,0
10747,15376,2,2025-12-04,1,17,340,6716,42,20903,1,0
10748,15377,2,2025-08-22,1,29,570,11068,68,20904,1,0
10749,15379,1,2025-08-13,1,10,215,4182,24,20905,1,0
10750,15380,2,2025-06-21,1,5,123,2643,14,20906,1,0
10751,15382,1,2025-05-01,1,22,454,8861,54,20909,1,0
10752,15382,1,2025-04-26,1,22,454,8911,52,20908,1,0
10753,15384,1,2025-03-20,1,5,111,2432,14,20912,1,0
10754,15385,1,2025-04-12,1,22,457,8559,52,20914,1,0
10755,15386,1,2025-03-10,1,11,237,4399,28,20916,1,0
10756,15387,1,2025-02-15,1,11,229,4672,25,20917,1,1
10757,15388,1,2025-05-23,1,11,241,4619,27,20918,1,0
10758,15389,1,2025-05-14,1,1,25,524,2,20919,1,0
10759,15391,1,2025-06-16,1,23,463,9201,55,20921,1,0
10760,15392,1,2025-05-20,1,10,212,4132,24,20922,1,0
10761,15393,1,2025-01-03,1,21,417,8119,49,20923,1,0
10762,15396,1,2025-04-26,1,29,570,11186,68,20926,1,0
10763,15397,1,2025-03-30,1,5,119,2358,14,20928,1,0
10764,15398,1,2025-04-12,1,25,498,9690,59,20929,1,0
10765,15399,1,2025-10-03,1,17,340,6891,42,20931,1,0
10766,15402,1,2025-11-30,1,26,525,10177,62,20934,1,1
10767,15404,1,2025-09-27,1,5,103,2181,13,20936,1,1
10768,15405,1,2025-03-21,1,27,541,10585,64,20937,1,0
10769,15406,1,2025-05-08,1,17,347,6930,39,20938,1,0
10770,15408,1,2025-03-14,1,31,610,11941,72,20940,1,0
10771,15408,1,2025-03-29,1,31,610,11838,72,20939,1,0
10772,15410,1,2025-02-15,1,3,56,1161,6,20944,1,0
10773,15410,1,2025-01-20,1,3,56,1441,5,20942,1,0
10774,15411,1,2025-04-20,1,5,113,2522,12,20946,1,0
10775,15413,1,2025-12-18,1,23,464,9128,55,20949,1,0
10776,15415,1,2025-04-07,1,13,279,5565,31,20951,1,0
10777,15419,1,2025-06-09,1,5,105,2312,11,20954,1,0
10778,15421,1,2025-03-17,1,22,452,8934,54,20956,1,0
10779,15422,1,2025-05-12,1,26,515,9996,61,20957,1,0
10780,15424,2,2026-02-02,1,13,280,5564,32,20958,1,0
10781,15425,1,2025-09-25,1,3,64,1568,5,20960,1,0
10782,15426,1,2025-06-23,1,5,124,2356,11,20964,1,0
10783,15428,1,2025-04-11,1,1,17,578,1,20966,1,0
10784,15429,2,2026-01-21,1,5,118,2230,13,20967,1,0
10785,15430,1,2025-07-16,1,19,385,7574,45,20970,1,0
10786,15431,1,2025-10-17,1,26,529,10224,61,20971,1,0
10787,15432,2,2025-11-02,1,5,118,2571,11,20973,1,0
10788,15432,1,2025-11-11,1,5,118,2383,11,20974,1,0
10789,15433,1,2025-05-14,1,27,546,10584,64,20975,1,0
10790,15434,1,2025-07-02,1,25,501,9901,60,20977,1,0
10791,15435,2,2025-06-03,1,10,211,4276,24,20978,1,0
10792,15436,1,2025-02-13,1,23,468,9278,56,20979,1,0
10793,15437,1,2025-09-25,1,5,111,2282,11,20980,1,0
10794,15439,1,2025-05-30,1,26,526,10089,62,20984,1,0
10795,15440,1,2025-05-31,1,19,379,7435,46,20985,1,0
10796,15441,1,2025-05-14,1,26,525,10068,61,20986,1,0
10797,15442,1,2025-05-26,1,30,592,11471,70,20987,1,0
10798,15443,1,2026-01-05,1,5,110,2406,11,20988,1,0
10799,15444,1,2025-04-05,1,11,235,4425,28,20989,1,1
10800,15446,1,2025-07-03,1,30,595,11578,70,20990,1,0
10801,15448,1,2025-10-08,1,13,275,5466,31,20993,1,0
10802,15449,1,2025-07-30,1,25,498,9876,59,20994,1,0
10803,15452,1,2025-06-07,1,25,506,9779,59,20997,1,0
10804,15453,1,2025-02-08,1,5,103,2406,13,20998,1,0
10805,15454,2,2025-08-03,1,27,540,10488,64,21000,1,0
10806,15455,1,2025-02-02,1,26,518,10117,61,21001,1,0
10807,15456,2,2025-07-14,1,20,409,7790,48,21003,1,0
10808,15457,2,2025-05-20,1,7,162,3186,17,21004,1,0
10809,15458,1,2026-01-24,1,12,253,5374,29,21006,1,0
10810,15459,1,2025-05-20,1,8,177,3653,20,21010,1,0
10811,15459,1,2025-04-12,1,8,177,3655,20,21009,1,0
10812,15460,1,2025-02-21,1,20,399,7969,48,21011,1,0
10813,15461,2,2025-05-19,1,5,118,2203,13,21012,1,0
10814,15463,2,2026-01-07,1,5,118,2615,14,21014,1,0
10815,15464,1,2025-10-19,1,10,207,4112,23,21018,1,0
10816,15466,1,2025-03-19,1,26,517,10066,61,21022,1,0
10817,15468,1,2025-05-23,1,5,124,2335,14,21023,1,0
10818,15469,1,2025-10-22,1,8,170,3510,20,21024,1,0
10819,15470,1,2025-08-12,1,16,330,6616,37,21025,1,0
10820,15471,1,2025-03-08,1,5,103,2259,11,21027,1,0
10821,15472,1,2025-02-04,1,24,489,9435,57,21028,1,1
10822,15473,2,2025-10-08,1,4,86,1985,10,21029,1,0
10823,15473,2,2025-11-10,1,4,86,1961,9,21030,1,0
10824,15474,1,2025-04-05,1,22,437,8436,54,21031,1,0
10825,15475,2,2025-09-22,1,29,569,11120,68,21033,1,0
10826,15476,1,2025-09-30,1,29,571,11237,67,21034,1,0
10827,15477,1,2025-06-07,1,5,105,2615,11,21036,1,0
10828,15478,2,2025-11-10,1,5,124,2405,14,21037,1,0
10829,15480,1,2026-02-12,1,20,409,7916,47,21040,1,0
10830,15481,1,2025-05-06,1,5,106,2283,14,21041,1,0
10831,15482,1,2025-11-02,1,30,595,11533,70,21042,1,0
10832,15483,1,2025-02-05,1,19,389,7315,46,21044,1,0
10833,15487,2,2025-05-20,1,10,212,4247,24,21046,1,0
10834,15488,1,2026-01-02,1,17,351,6930,39,21047,1,0
10835,15489,1,2025-09-27,1,5,108,2383,12,21048,1,0
10836,15490,1,2025-11-09,1,5,117,2282,14,21049,1,0
10837,15491,1,2025-04-16,1,22,442,8788,54,21050,1,0
10838,15495,1,2025-08-06,1,3,54,1355,8,21054,1,0
10839,15496,2,2025-12-04,1,7,156,3360,17,21056,1,0
10840,15498,1,2025-10-27,1,5,121,2475,12,21058,1,0
10841,15499,2,2025-07-14,1,10,214,4276,24,21062,1,0
10842,15500,2,2025-11-23,1,5,103,2476,11,21063,1,0
10843,15501,1,2025-11-17,1,22,451,8611,52,21069,1,0
10844,15502,1,2025-11-17,1,5,110,2474,13,21070,1,0
10845,15504,1,2025-10-24,1,22,439,8863,52,21072,1,0
10846,15505,1,2025-03-08,1,1,25,454,1,21074,1,0
10847,15506,1,2025-11-09,1,12,265,5123,29,21075,1,0
10848,15507,1,2025-09-22,1,9,201,3957,22,21077,1,0
10849,15510,1,2025-11-03,1,5,114,2259,14,21082,1,0
10850,15511,1,2025-07-28,1,3,64,1161,7,21083,1,0
10851,15512,1,2025-10-28,1,30,585,11366,69,21085,1,0
10852,15513,1,2025-06-13,1,25,501,9902,59,21089,1,0
10853,15518,1,2025-04-01,1,5,108,2553,11,21093,1,0
10854,15519,1,2025-03-08,1,5,117,2358,14,21094,1,0
10855,15520,2,2025-11-05,1,26,519,10133,61,21095,1,0
10856,15521,1,2025-05-20,1,5,103,2357,14,21096,1,1
10857,15522,2,2025-04-04,1,5,104,2202,11,21097,1,0
10858,15523,2,2025-05-23,1,11,241,4425,28,21100,1,0
10859,15523,1,2025-05-22,1,11,241,4617,28,21099,1,0
10860,15526,2,2025-06-06,1,31,608,11864,72,21103,1,0
10861,15529,2,2025-02-08,1,19,389,7520,46,21108,1,0
10862,15530,1,2025-04-06,1,28,552,10822,66,21109,1,0
10863,15532,1,2025-03-30,1,5,118,2358,11,21111,1,0
10864,15533,1,2025-05-02,1,3,61,1161,5,21112,1,0
10865,15534,1,2025-06-11,1,3,77,1330,7,21115,1,0
10866,15535,1,2026-01-12,1,4,93,2059,10,21116,1,0
10867,15536,1,2025-04-13,1,25,505,9950,60,21117,1,0
10868,15538,2,2025-06-19,1,2,42,840,4,21118,1,1
10869,15539,1,2025-09-29,1,30,589,11403,69,21120,1,0
10870,15540,2,2025-08-11,1,5,107,2258,13,21121,1,0
10871,15544,1,2025-04-30,1,7,162,3166,18,21125,1,0
