CSID,CaseMasterID,csdate,cstype,PolicePersonID
9585,12689,2025-03-11,A,2643
9586,12692,2025-09-01,C,2571
9587,12693,2026-02-18,A,3510
9588,12694,2025-12-05,A,1889
9589,12695,2025-10-16,B,2385
9590,12696,2026-01-24,A,2310
9591,12697,2025-05-15,A,2666
9592,12699,2026-01-28,A,603
9593,12700,2025-03-18,C,2664
9594,12701,2025-05-06,C,5689
9595,12702,2025-09-05,C,4302
9596,12705,2025-06-03,A,2450
9597,12707,2025-11-09,A,2080
9598,12708,2025-08-17,A,2666
9599,12709,2025-12-10,C,2358
9600,12714,2026-01-03,A,4450
9601,12719,2025-07-07,A,5608
9602,12721,2025-12-12,A,11745
9603,12722,2025-07-15,A,3360
9604,12723,2025-05-01,A,647
9605,12725,2025-04-17,A,2523
9606,12728,2025-11-12,A,8861
9607,12730,2026-01-12,C,2310
9608,12731,2025-02-06,A,2404
9609,12732,2025-07-29,A,6735
9610,12733,2025-09-08,C,11142
9611,12734,2025-05-02,B,2356
9612,12735,2025-08-31,A,4159
9613,12736,2025-12-18,A,2791
9614,12737,2025-08-12,A,7740
9615,12738,2025-12-07,C,9007
9616,12739,2025-08-14,A,8223
9617,12740,2025-11-03,A,6735
9618,12741,2025-12-10,A,6890
9619,12744,2025-06-27,A,2551
9620,12745,2025-06-03,A,1442
9621,12746,2025-07-28,A,2282
9622,12747,2025-02-20,A,11038
9623,12748,2025-06-26,A,4943
9624,12750,2025-08-28,A,3654
9625,12753,2025-11-07,A,2666
9626,12754,2025-04-05,A,8788
9627,12755,2025-12-11,A,9231
9628,12756,2025-03-18,A,6077
9629,12757,2026-02-18,A,5352
9630,12758,2026-01-09,A,3602
9631,12759,2026-01-28,A,3491
9632,12762,2025-04-14,A,2665
9633,12763,2025-03-15,C,2203
9634,12764,2026-03-22,A,4228
9635,12765,2026-03-10,A,2643
9636,12767,2025-11-01,A,10674
9637,12768,2026-02-05,C,1834
9638,12769,2026-01-06,A,11208
9639,12770,2025-07-05,B,6982
9640,12772,2026-05-09,A,10676
9641,12773,2025-12-14,A,2642
9642,12775,2025-05-30,A,2383
9643,12776,2025-06-29,A,10969
9644,12777,2025-12-23,A,1548
9645,12779,2025-07-12,A,8957
9646,12780,2025-09-11,A,8016
9647,12782,2026-02-06,B,4037
9648,12783,2025-10-29,A,1917
9649,12785,2025-05-04,A,4355
9650,12786,2025-09-07,C,8737
9651,12788,2025-12-01,C,3511
9652,12789,2025-08-09,A,6735
9653,12791,2025-06-01,A,1016
9654,12792,2025-09-08,C,10611
9655,12793,2025-10-31,A,2496
9656,12794,2025-03-14,A,7601
9657,12795,2025-12-24,A,8836
9658,12797,2025-04-23,A,2572
9659,12798,2025-10-22,A,2404
9660,12799,2026-01-28,B,3936
9661,12800,2025-09-01,B,5351
9662,12801,2025-08-10,A,3072
9663,12803,2025-04-24,B,8436
9664,12804,2026-04-03,A,1064
9665,12807,2025-06-25,A,4893
9666,12810,2025-08-04,C,11533
9667,12811,2025-10-16,A,5488
9668,12814,2025-12-01,A,4799
9669,12816,2025-10-06,B,2494
9670,12818,2025-06-22,A,7316
9671,12819,2025-11-05,C,6126
9672,12820,2026-01-10,A,2204
9673,12822,2025-03-13,C,2572
9674,12823,2025-09-24,A,10133
9675,12824,2025-12-15,A,2283
9676,12825,2025-06-16,A,9782
9677,12827,2025-11-14,A,10353
9678,12828,2026-01-28,A,8863
9679,12829,2025-09-24,A,6951
9680,12830,2025-03-11,A,2382
9681,12832,2026-04-06,A,6865
9682,12835,2025-04-30,A,5352
9683,12836,2025-12-10,A,2641
9684,12837,2025-06-18,A,1714
9685,12838,2025-05-22,A,5423
9686,12840,2026-01-05,A,1398
9687,12843,2025-10-24,C,2641
9688,12844,2026-03-01,A,8484
9689,12845,2025-04-06,A,1016
9690,12846,2025-08-20,A,8339
9691,12849,2025-09-02,A,10303
9692,12850,2025-04-16,B,2551
9693,12851,2025-04-16,A,2433
9694,12854,2026-01-28,A,11533
9695,12856,2025-04-24,A,5280
9696,12858,2025-10-09,A,2572
9697,12859,2025-04-27,A,8960
9698,12861,2025-06-13,A,7316
9699,12862,2025-06-29,A,8887
9700,12863,2025-09-28,C,2182
9701,12864,2025-09-30,A,453
9702,12865,2026-01-20,A,1210
9703,12866,2025-09-06,B,2356
9704,12867,2025-05-31,A,11039
9705,12868,2025-07-16,A,1549
9706,12869,2025-12-22,A,1568
9707,12870,2025-04-09,A,3511
9708,12872,2025-05-02,A,2385
9709,12873,2025-06-19,A,2642
9710,12874,2025-06-22,C,2283
9711,12875,2025-07-15,C,453
9712,12876,2025-07-31,A,11387
9713,12878,2025-07-16,B,6438
9714,12879,2025-10-18,A,6911
9715,12880,2025-10-26,C,2964
9716,12881,2025-08-22,A,2496
9717,12882,2026-03-17,A,10656
9718,12883,2025-10-03,A,2431
9719,12884,2025-10-12,A,6980
9720,12885,2026-03-11,A,8509
9721,12886,2025-08-21,A,2384
9722,12887,2025-09-30,A,6503
9723,12889,2026-02-02,C,526
9724,12892,2025-09-10,A,1331
9725,12893,2025-11-03,C,5720
9726,12894,2025-05-01,A,9974
9727,12896,2025-05-15,A,1661
9728,12897,2025-08-02,C,11535
9729,12898,2026-01-24,A,9434
9730,12900,2025-10-06,A,5692
9731,12901,2025-09-28,C,2180
9732,12903,2026-03-06,C,6953
9733,12904,2025-08-19,A,11342
9734,12905,2025-09-04,A,2432
9735,12907,2025-07-28,C,9735
9736,12908,2025-03-15,A,3914
9737,12909,2025-06-21,A,5330
9738,12910,2025-11-18,A,9298
9739,12911,2025-02-26,A,7464
9740,12914,2025-04-12,A,8319
9741,12915,2025-05-14,A,1942
9742,12916,2025-07-23,A,2664
9743,12917,2025-11-11,A,2475
9744,12918,2026-02-08,A,4401
9745,12919,2025-07-18,A,9877
9746,12920,2025-09-16,A,2432
9747,12921,2026-03-12,C,5490
9748,12923,2025-12-19,C,5081
9749,12924,2025-10-08,A,9178
9750,12925,2025-12-30,A,2666
9751,12926,2025-08-09,A,4450
9752,12927,2025-06-14,A,2450
9753,12928,2026-02-17,A,10117
9754,12932,2025-07-28,A,4649
9755,12933,2025-05-06,A,2641
9756,12934,2025-12-12,C,6667
9757,12935,2025-08-11,C,2551
9758,12936,2025-05-27,A,2337
9759,12940,2025-07-05,B,5488
9760,12941,2025-08-29,C,9710
9761,12942,2026-01-02,A,7693
9762,12944,2025-12-20,A,5663
9763,12945,2025-03-12,A,2664
9764,12946,2025-05-28,B,1763
9765,12947,2026-02-25,A,712
9766,12948,2025-08-12,C,11697
9767,12949,2026-02-13,A,6175
9768,12953,2026-01-27,A,2004
9769,12955,2025-08-21,A,3729
9770,12956,2025-07-12,A,7864
9771,12957,2025-07-01,A,2571
9772,12960,2025-03-28,A,9178
9773,12964,2025-02-23,A,2259
9774,12965,2025-12-14,A,3604
9775,12969,2025-07-02,A,7643
9776,12971,2025-11-29,C,8705
9777,12972,2025-09-25,A,11534
9778,12973,2025-11-26,A,2615
9779,12974,2025-10-08,C,3634
9780,12975,2025-10-22,A,2791
9781,12976,2025-09-03,A,2522
9782,12977,2025-08-04,A,11237
9783,12978,2026-01-29,A,11120
9784,12979,2026-02-01,A,9411
9785,12981,2025-11-11,A,4872
9786,12982,2026-05-10,A,8612
9787,12983,2025-09-23,C,4329
9788,12984,2025-07-25,A,1814
9789,12985,2025-08-12,A,5635
9790,12986,2025-09-15,C,1569
9791,12987,2025-08-07,A,6055
9792,12988,2025-09-20,C,2667
9793,12991,2025-10-08,C,4469
9794,12992,2025-10-04,B,2335
9795,12994,2025-08-16,A,4822
9796,12995,2026-02-21,A,9847
9797,12996,2025-11-13,A,2404
9798,12998,2025-04-25,C,6099
9799,13000,2025-10-18,A,11096
9800,13003,2025-04-01,A,9781
9801,13005,2025-04-18,A,1063
9802,13006,2025-04-14,A,10204
9803,13007,2026-01-07,A,2522
9804,13009,2026-01-19,C,3559
9805,13011,2026-02-01,A,11605
9806,13012,2025-11-23,A,11512
9807,13013,2025-12-19,A,6054
9808,13015,2026-01-13,A,1961
9809,13017,2026-01-23,A,8269
9810,13018,2025-07-11,A,8536
9811,13019,2026-05-14,C,2107
9812,13020,2025-07-17,A,4523
9813,13024,2025-07-31,C,2203
9814,13025,2025-09-30,A,6438
9815,13026,2025-05-17,A,5402
9816,13027,2025-11-08,A,2522
9817,13028,2026-01-25,C,4649
9818,13029,2025-02-25,A,5305
9819,13031,2025-10-05,A,2336
9820,13032,2025-06-15,A,3492
9821,13033,2025-07-21,A,2283
9822,13034,2026-05-05,A,9996
9823,13035,2026-04-23,A,2476
9824,13036,2025-07-08,A,2311
9825,13037,2026-02-28,A,4088
9826,13038,2025-11-29,A,6276
9827,13039,2026-02-09,C,666
9828,13041,2025-09-06,A,2404
9829,13042,2026-05-03,A,11553
9830,13043,2025-06-06,A,8221
9831,13044,2025-08-27,A,5824
9832,13045,2026-01-28,C,4273
9833,13047,2025-09-11,A,8485
9834,13049,2025-09-12,C,3419
9835,13050,2026-02-02,A,11491
9836,13051,2025-10-21,A,10750
9837,13053,2025-09-05,A,10091
9838,13054,2025-10-11,A,5850
9839,13055,2025-03-21,A,6891
9840,13056,2025-05-02,C,5875
9841,13057,2025-06-24,A,9997
9842,13058,2025-08-19,A,2405
9843,13059,2026-02-14,A,3510
9844,13060,2025-08-04,A,2205
9845,13061,2025-10-29,A,1985
9846,13062,2025-08-24,A,4648
9847,13064,2025-12-31,C,556
9848,13065,2025-09-12,A,409
9849,13066,2025-08-13,C,1568
9850,13067,2025-08-05,B,6755
9851,13068,2025-08-12,B,6753
9852,13071,2025-11-28,A,7435
9853,13073,2026-03-24,A,2406
9854,13074,2025-03-05,B,838
9855,13076,2026-02-01,A,7545
9856,13077,2025-05-01,A,5739
9857,13078,2025-05-26,C,10988
9858,13079,2025-04-16,A,2551
9859,13080,2025-05-16,A,2451
9860,13081,2025-09-13,C,9057
9861,13082,2026-02-10,A,2336
9862,13083,2025-08-25,A,2431
9863,13085,2025-08-29,A,4113
9864,13086,2025-09-20,A,2231
9865,13087,2025-10-29,A,2107
9866,13090,2025-08-15,A,4037
9867,13091,2025-07-29,A,11821
9868,13092,2025-11-06,A,8535
9869,13093,2025-10-09,C,2230
9870,13094,2025-10-14,A,3914
9871,13095,2025-07-08,C,11512
9872,13096,2026-04-06,A,384
9873,13099,2025-06-14,A,10969
9874,13100,2026-01-01,A,5588
9875,13102,2025-02-28,A,6033
9876,13103,2025-04-05,C,9801
9877,13105,2025-06-05,A,6176
9878,13106,2025-08-03,A,2282
9879,13107,2025-09-05,B,2335
9880,13108,2025-06-10,C,6100
9881,13112,2025-04-25,A,2476
9882,13113,2025-11-19,A,9231
9883,13114,2025-12-28,A,5638
9884,13115,2026-02-18,A,1356
9885,13116,2025-09-10,A,4182
9886,13117,2025-06-12,A,6643
9887,13119,2025-08-08,A,9232
9888,13121,2025-04-08,A,1461
9889,13122,2025-12-25,B,5517
9890,13123,2025-10-26,A,2357
9891,13124,2026-02-11,A,6009
9892,13125,2025-02-27,A,3559
9893,13126,2025-08-23,A,2181
9894,13127,2025-06-14,A,6078
9895,13130,2026-03-22,C,2433
9896,13131,2026-01-29,B,8414
9897,13132,2025-06-04,A,2259
9898,13133,2025-06-06,A,11512
9899,13135,2025-06-16,A,1524
9900,13136,2025-10-21,B,8290
9901,13139,2025-07-30,C,792
9902,13142,2025-11-22,C,2522
9903,13144,2025-07-18,C,9409
9904,13145,2025-04-02,A,2405
9905,13147,2025-05-18,A,9007
9906,13148,2025-06-24,A,2451
9907,13150,2025-08-25,C,2791
9908,13151,2025-12-24,A,2335
9909,13153,2025-05-02,A,3187
9910,13154,2025-08-08,A,11342
9911,13155,2025-12-22,A,10226
9912,13156,2026-01-24,C,9902
9913,13157,2025-12-23,A,3418
9914,13158,2025-07-09,A,10304
9915,13159,2026-01-10,B,10225
9916,13161,2025-04-02,A,1181
9917,13162,2025-05-03,A,8015
9918,13163,2025-07-02,B,9823
9919,13164,2025-12-21,A,9200
9920,13165,2025-11-11,A,9365
9921,13166,2025-08-05,A,4592
9922,13167,2025-10-12,A,11268
9923,13168,2026-01-15,B,646
9924,13169,2026-03-02,A,1914
9925,13171,2026-03-04,A,2664
9926,13174,2025-11-06,A,3491
9927,13175,2025-05-25,C,2337
9928,13176,2025-06-04,A,1914
9929,13177,2025-12-18,A,3420
9930,13181,2025-06-25,A,8936
9931,13183,2026-05-03,A,7669
9932,13184,2025-12-19,A,7916
9933,13185,2025-03-22,A,6384
9934,13186,2025-08-31,A,889
9935,13187,2025-09-06,A,665
9936,13188,2025-07-20,C,8338
9937,13189,2025-07-29,C,11577
9938,13190,2025-05-24,A,7842
9939,13191,2025-03-06,A,2615
9940,13192,2025-05-21,A,9032
9941,13193,2026-01-09,A,5691
9942,13194,2025-06-21,C,11364
9943,13195,2025-04-18,B,2181
9944,13196,2026-01-09,A,1548
9945,13197,2025-12-21,A,8338
9946,13198,2025-08-16,A,2666
9947,13199,2025-12-23,A,6952
9948,13202,2025-11-30,A,8704
9949,13203,2025-10-19,A,8455
9950,13204,2025-04-13,A,6837
9951,13206,2025-07-25,A,1691
9952,13208,2026-03-25,A,2159
9953,13209,2026-01-31,A,2551
9954,13210,2025-09-16,A,2205
9955,13211,2025-12-06,C,6913
9956,13213,2026-03-15,C,11364
9957,13214,2025-07-04,A,11404
9958,13215,2026-01-24,A,9922
9959,13216,2025-08-02,A,684
9960,13217,2025-05-22,A,3492
9961,13218,2025-12-08,A,4202
9962,13219,2026-01-28,A,2615
9963,13220,2025-08-26,B,9433
9964,13221,2025-10-16,A,11166
9965,13222,2025-09-04,A,5876
9966,13223,2026-01-22,A,6866
9967,13224,2025-07-27,A,10323
9968,13228,2025-06-03,A,10304
9969,13229,2025-06-17,A,2134
9970,13230,2025-11-22,A,11863
9971,13231,2025-10-08,A,1985
9972,13232,2025-05-05,C,713
9973,13233,2026-02-05,A,5739
9974,13234,2025-06-26,A,3809
9975,13235,2025-09-15,A,2358
9976,13236,2025-06-10,A,4113
9977,13240,2025-04-08,A,5443
9978,13241,2025-12-02,C,5014
9979,13245,2025-03-01,A,2552
9980,13247,2025-06-04,A,10655
9981,13248,2025-05-15,A,10354
9982,13250,2025-07-04,A,5692
9983,13253,2025-03-07,A,5424
9984,13254,2025-09-28,A,4355
9985,13255,2025-11-05,A,5543
9986,13256,2025-08-24,A,6296
9987,13257,2025-09-03,A,1356
9988,13258,2025-08-25,A,2404
9989,13259,2025-07-31,A,9802
9990,13260,2025-06-29,A,555
9991,13261,2025-02-26,A,6594
9992,13262,2025-09-27,A,6983
9993,13264,2025-08-07,A,2310
9994,13265,2025-10-11,A,9277
9995,13266,2025-06-05,B,2553
9996,13267,2026-02-06,C,406
9997,13269,2025-04-06,B,1983
9998,13270,2025-05-01,B,5163
9999,13271,2025-04-13,A,9802
10000,13272,2025-06-01,A,2571
10001,13273,2025-05-30,A,2664
10002,13274,2025-03-26,A,2231
10003,13275,2025-10-12,A,2643
10004,13276,2025-02-15,A,6754
10005,13277,2026-01-30,B,7056
10006,13278,2025-11-01,A,3653
10007,13281,2026-01-18,A,4375
10008,13282,2025-12-06,A,2160
10009,13284,2025-12-26,A,2406
10010,13288,2026-02-02,A,2282
10011,13289,2025-06-01,A,2474
10012,13290,2025-09-15,C,3653
10013,13292,2025-09-03,A,2336
10014,13293,2025-10-19,A,10637
10015,13294,2025-07-09,A,2283
10016,13295,2026-02-03,A,8909
10017,13296,2025-05-11,A,7463
10018,13297,2025-11-20,A,6911
10019,13301,2026-01-29,C,9231
10020,13302,2025-12-03,A,406
10021,13304,2026-01-12,A,10637
10022,13305,2025-11-07,A,2382
10023,13306,2025-10-25,A,4183
10024,13307,2025-06-10,A,3466
10025,13310,2026-03-16,A,4992
10026,13311,2025-08-13,A,9973
10027,13312,2025-09-05,A,6911
10028,13313,2025-05-26,A,9336
10029,13314,2025-08-31,A,6008
10030,13315,2025-09-30,C,11649
10031,13316,2025-10-09,A,8092
10032,13317,2025-05-11,A,9599
10033,13318,2025-10-17,A,2282
10034,13319,2025-07-08,A,10822
10035,13321,2025-12-29,A,9251
10036,13322,2025-10-20,C,9737
10037,13325,2026-05-15,A,3418
10038,13328,2025-06-10,A,6275
10039,13329,2026-02-08,C,9846
10040,13330,2025-04-10,C,9669
10041,13331,2026-01-07,A,3728
10042,13334,2025-05-31,A,10353
10043,13335,2026-02-21,A,11533
10044,13336,2025-12-07,A,5466
10045,13337,2026-03-02,A,2312
10046,13338,2026-02-10,A,2310
10047,13339,2025-11-06,A,7547
10048,13340,2025-04-13,C,967
10049,13342,2025-09-13,C,2356
10050,13343,2025-05-01,A,2616
10051,13345,2025-10-23,C,4775
10052,13346,2025-06-04,A,7601
10053,13347,2025-05-13,A,3580
10054,13348,2026-03-27,A,2180
10055,13351,2025-11-25,A,2282
10056,13352,2025-11-27,C,4227
10057,13353,2025-10-23,C,966
10058,13355,2025-10-03,A,2258
10059,13356,2025-07-20,B,603
10060,13357,2025-06-29,A,2552
10061,13358,2025-08-19,B,8220
10062,13361,2026-03-27,A,8017
10063,13362,2025-09-25,A,1306
10064,13363,2025-09-28,C,5280
10065,13364,2025-12-30,C,1888
10066,13365,2025-07-13,C,6929
10067,13368,2026-01-23,C,2258
10068,13370,2026-01-12,A,11269
10069,13374,2025-03-30,A,7667
10070,13375,2025-06-06,C,2476
10071,13378,2025-06-03,C,2476
10072,13380,2025-05-15,A,4160
10073,13381,2025-05-12,A,10417
10074,13383,2026-03-12,C,9974
10075,13384,2025-07-23,A,10159
10076,13385,2025-08-12,A,5691
10077,13386,2026-02-26,A,2938
10078,13387,2025-08-25,C,3187
10079,13390,2025-07-14,A,1040
10080,13391,2025-02-14,A,8735
10081,13392,2025-12-25,A,7316
10082,13393,2025-10-08,A,5636
10083,13395,2025-09-27,A,6296
10084,13396,2025-07-10,A,11207
10085,13397,2026-02-10,A,3785
10086,13399,2025-11-30,A,3050
10087,13400,2025-03-09,A,8434
10088,13402,2025-02-23,A,2312
10089,13403,2025-11-14,A,917
10090,13404,2025-06-23,A,2205
10091,13407,2025-06-02,A,9876
10092,13408,2025-11-23,C,2202
10093,13410,2025-03-20,A,5187
10094,13411,2025-07-19,A,2282
10095,13412,2025-06-12,A,9877
10096,13413,2025-07-30,A,2910
10097,13414,2025-11-08,C,2337
10098,13416,2025-06-15,C,11648
10099,13418,2025-05-12,A,1761
10100,13419,2025-06-12,A,8511
10101,13420,2025-08-01,A,2474
10102,13422,2025-10-24,A,3116
10103,13423,2025-07-11,A,5956
10104,13424,2025-09-09,C,2474
10105,13425,2026-01-11,A,3883
10106,13426,2025-08-03,A,3186
10107,13427,2025-06-23,A,7121
10108,13428,2025-10-29,C,2494
10109,13430,2025-07-27,A,8808
10110,13432,2025-06-01,A,2616
10111,13433,2025-06-23,A,3604
10112,13435,2025-10-29,C,1062
10113,13436,2025-10-13,A,2258
10114,13437,2025-09-19,C,3537
10115,13438,2025-05-25,A,2183
10116,13439,2025-03-05,A,10069
10117,13440,2025-07-23,A,10637
10118,13441,2025-03-19,A,6128
10119,13442,2025-05-22,C,7121
10120,13443,2025-10-09,A,2552
10121,13444,2025-03-30,A,5079
10122,13448,2026-01-23,A,4449
10123,13449,2025-05-26,C,2204
10124,13450,2025-03-26,A,2338
10125,13451,2025-08-03,B,5057
10126,13452,2025-05-09,A,5541
10127,13456,2025-02-23,B,2710
10128,13457,2025-07-03,A,8457
10129,13458,2025-03-07,A,5610
10130,13459,2025-05-13,C,10178
10131,13460,2025-08-15,C,2405
10132,13461,2025-05-28,B,5488
10133,13462,2025-09-06,A,11291
10134,13463,2025-11-08,A,11554
10135,13465,2025-08-18,A,7669
10136,13466,2025-12-10,A,2594
10137,13468,2025-05-11,A,7238
10138,13470,2025-11-26,A,9229
10139,13471,2025-05-17,A,4850
10140,13472,2025-07-27,C,3303
10141,13473,2026-01-31,B,6032
10142,13474,2025-03-01,A,1504
10143,13475,2026-01-25,A,6277
10144,13476,2025-04-28,A,2473
10145,13477,2025-05-05,A,9846
10146,13478,2025-04-21,A,2337
10147,13481,2025-10-02,A,3511
10148,13482,2025-08-27,B,2231
10149,13484,2025-09-29,A,9101
10150,13485,2025-04-12,A,8809
10151,13487,2025-03-10,A,8934
10152,13489,2025-06-16,C,8788
10153,13490,2025-08-07,A,1815
10154,13493,2025-08-09,C,3604
10155,13494,2025-10-07,A,3071
10156,13495,2025-02-24,A,6054
10157,13497,2025-06-11,C,2451
10158,13498,2025-06-07,A,1589
10159,13499,2025-11-11,C,2667
10160,13500,2026-03-13,A,4942
10161,13501,2025-11-15,A,7493
10162,13502,2025-09-20,A,1038
10163,13504,2025-08-22,A,2474
10164,13507,2026-04-02,A,2180
10165,13508,2025-07-06,A,11533
10166,13510,2025-11-15,A,10251
10167,13512,2025-10-01,A,1398
10168,13514,2025-12-02,A,2356
10169,13517,2025-07-01,A,11067
10170,13518,2025-06-04,A,3402
10171,13519,2025-11-13,A,7917
10172,13521,2025-07-05,A,9924
10173,13522,2025-12-27,C,2553
10174,13523,2026-02-07,C,3049
10175,13524,2025-05-09,C,11450
10176,13525,2025-07-09,C,4801
10177,13526,2025-09-30,A,11143
10178,13527,2025-06-05,A,9154
10179,13529,2025-10-31,A,1211
10180,13530,2025-04-29,B,8835
10181,13531,2025-05-06,A,10324
10182,13532,2025-11-12,A,8248
10183,13533,2025-02-23,A,5374
10184,13536,2025-08-10,A,5103
10185,13538,2025-09-29,A,3785
10186,13540,2025-12-22,A,2496
10187,13542,2025-10-23,A,3303
10188,13544,2025-07-12,A,1306
10189,13545,2025-09-13,B,3492
10190,13546,2025-02-15,B,8789
10191,13548,2025-10-07,A,2180
10192,13549,2026-01-05,C,1608
10193,13550,2025-09-14,A,2553
10194,13551,2025-04-20,A,2496
10195,13552,2025-04-20,A,2335
10196,13554,2025-08-18,C,10224
10197,13559,2025-12-10,A,3072
10198,13560,2025-11-05,A,3560
10199,13561,2025-10-05,A,8220
10200,13562,2025-07-20,A,624
10201,13563,2025-09-24,A,2183
10202,13565,2025-04-03,C,9252
10203,13566,2025-04-15,A,1160
10204,13567,2025-10-09,A,2643
10205,13568,2025-05-14,A,3243
10206,13569,2025-07-20,A,5586
10207,13570,2025-04-17,A,10026
10208,13571,2025-09-04,C,1862
10209,13572,2025-10-04,C,4700
10210,13573,2025-07-04,A,3582
10211,13575,2026-02-03,A,2664
10212,13576,2025-06-10,B,2642
10213,13578,2025-10-21,A,2643
10214,13579,2025-09-11,A,7491
10215,13580,2025-07-28,C,11187
10216,13581,2026-02-05,A,2357
10217,13582,2025-08-20,A,3492
10218,13585,2025-12-21,C,9651
10219,13586,2025-12-24,A,1040
10220,13588,2025-11-06,A,8704
10221,13589,2025-12-21,A,2476
10222,13590,2025-07-01,B,7971
10223,13591,2025-09-09,A,9824
10224,13592,2025-09-28,C,6981
10225,13593,2025-04-03,A,2404
10226,13594,2025-05-12,A,2594
10227,13595,2025-11-03,A,2311
10228,13596,2025-07-27,B,2643
10229,13597,2026-01-27,A,2641
10230,13598,2026-04-26,A,9995
10231,13600,2026-03-19,C,11068
10232,13603,2025-07-26,A,2385
10233,13604,2025-07-13,A,5692
10234,13605,2025-09-23,A,666
10235,13606,2025-07-10,A,1141
10236,13607,2026-01-05,A,3213
10237,13608,2025-04-02,A,2259
10238,13609,2025-04-27,A,3883
10239,13610,2025-09-30,A,2182
10240,13611,2025-04-17,C,6782
10241,13613,2025-12-29,A,2338
10242,13615,2025-05-21,A,6595
10243,13616,2025-09-22,B,4160
10244,13617,2025-05-23,B,4524
10245,13618,2025-07-10,A,9078
10246,13619,2025-09-27,A,2384
10247,13620,2025-09-10,A,1739
10248,13621,2025-03-30,C,11119
10249,13624,2025-06-25,C,8612
10250,13627,2025-09-30,A,9600
10251,13628,2025-08-16,A,2432
10252,13629,2025-05-27,A,5635
10253,13630,2025-11-21,B,2475
10254,13634,2025-08-26,A,8960
10255,13636,2025-08-24,A,1786
10256,13638,2025-06-12,B,9178
10257,13639,2025-05-22,A,683
10258,13643,2025-11-29,A,8884
10259,13644,2025-10-22,A,3559
10260,13645,2025-11-30,B,2739
10261,13646,2025-09-28,A,2615
10262,13649,2025-09-19,B,11318
10263,13650,2025-10-24,A,3862
10264,13651,2025-12-02,A,5517
10265,13652,2026-04-02,A,11554
10266,13653,2025-12-04,A,8482
10267,13654,2025-12-10,A,11166
10268,13655,2025-11-10,C,2231
10269,13656,2026-04-26,C,1182
10270,13657,2025-07-10,C,2312
10271,13659,2025-08-03,A,9078
10272,13661,2025-11-24,A,2552
10273,13662,2026-02-22,A,8320
10274,13663,2025-06-12,A,3603
10275,13664,2025-12-03,A,2406
10276,13666,2026-02-04,B,2284
10277,13667,2025-11-15,A,384
10278,13668,2025-10-22,A,10047
10279,13669,2025-05-14,B,8094
10280,13670,2025-10-28,A,4471
10281,13671,2025-07-06,A,8788
10282,13672,2025-05-04,B,1887
10283,13673,2025-07-18,A,2552
10284,13674,2025-11-26,A,5638
10285,13675,2025-11-10,A,2284
10286,13677,2026-03-08,A,2338
10287,13678,2025-07-24,A,11187
10288,13679,2025-12-02,A,6127
10289,13680,2025-07-03,A,10090
10290,13681,2025-12-04,A,501
10291,13682,2025-07-24,A,10089
10292,13683,2025-08-04,C,1608
10293,13684,2025-11-16,A,3884
10294,13685,2026-02-15,A,1740
10295,13686,2025-10-12,A,578
10296,13687,2025-10-28,A,9155
10297,13689,2025-05-19,B,8511
10298,13691,2025-10-14,A,1331
10299,13692,2025-06-08,C,9759
10300,13694,2025-05-18,A,3187
10301,13695,2025-05-03,A,8911
10302,13696,2026-01-09,A,2451
10303,13697,2025-07-29,A,3763
10304,13699,2025-06-03,A,10895
10305,13700,2025-09-17,A,9801
10306,13701,2026-01-03,A,8247
10307,13702,2025-09-18,A,8809
10308,13703,2025-06-06,A,2385
10309,13704,2025-05-31,C,4941
10310,13705,2025-02-09,A,8482
10311,13706,2025-09-04,B,9298
10312,13708,2025-08-13,A,2180
10313,13710,2025-11-05,A,2553
10314,13711,2026-01-24,A,2231
10315,13712,2026-03-01,B,2104
10316,13713,2025-09-19,A,10302
10317,13715,2025-03-19,C,4276
10318,13718,2025-07-04,B,9950
10319,13720,2026-04-19,A,4994
10320,13723,2026-02-11,A,8220
10321,13724,2025-08-31,A,2814
10322,13725,2026-01-25,A,7521
10323,13727,2025-11-13,A,11625
10324,13728,2025-06-11,A,5955
10325,13729,2025-11-10,A,1888
10326,13730,2025-10-13,A,11403
10327,13731,2025-05-18,A,2202
10328,13736,2026-01-04,C,2230
10329,13738,2025-09-03,A,2134
10330,13739,2026-01-04,A,2338
10331,13740,2025-04-17,A,2494
10332,13741,2025-07-24,A,8660
10333,13742,2025-10-09,A,5254
10334,13745,2025-09-02,A,6340
10335,13746,2025-04-21,A,2231
10336,13747,2025-10-24,C,9801
10337,13748,2025-10-20,A,2552
10338,13749,2025-06-03,A,3070
10339,13750,2026-02-26,B,741
10340,13751,2025-10-22,A,10091
10341,13752,2025-09-05,A,2202
10342,13753,2025-05-19,A,2667
10343,13754,2026-03-02,A,2160
10344,13756,2025-12-07,C,2283
10345,13758,2025-06-03,A,2107
10346,13760,2025-09-23,A,2494
10347,13761,2025-05-21,A,2183
10348,13762,2025-04-07,A,8321
10349,13764,2025-11-05,A,3831
10350,13766,2025-10-25,A,7694
10351,13767,2025-09-27,A,5517
10352,13768,2025-06-24,A,8586
10353,13769,2025-12-01,A,9461
10354,13770,2025-09-07,B,3704
10355,13771,2025-10-11,A,3604
10356,13772,2025-06-12,A,2616
10357,13773,2025-04-03,A,9078
10358,13775,2026-02-25,A,6809
10359,13777,2025-12-30,A,5352
10360,13778,2025-12-11,A,8321
10361,13780,2025-05-18,C,1740
