CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
13930,BNS,109,1,1
13931,BNS,310,1,1
13932,IT,66D,1,1
13933,BNS,305,1,1
13934,EXCISE,32,1,1
13934,ARMS,25,1,2
13935,MV,184,1,1
13935,MV,185,1,2
13936,BNS,310,1,1
13937,BNS,74,1,1
13938,IT,66D,1,1
13938,BNS,318,1,2
13938,BNS,338,1,3
13939,MV,184,1,1
13939,MV,185,1,2
13940,IT,66D,1,1
13940,BNS,338,1,2
13940,BNS,318,1,3
13941,BNS,305,1,1
13942,MV,184,1,1
13942,MV,185,1,2
13943,BNS,80,1,1
13944,BNS,109,1,1
13944,BNS,105,1,2
13944,BNS,115,1,3
13945,BNS,309,1,1
13945,BNS,331,1,2
13945,BNS,303,1,3
13946,MV,185,1,1
13946,MV,184,1,2
13947,BNS,105,1,1
13948,BNS,109,1,1
13949,BNS,80,1,1
13949,BNS,78,1,2
13950,BNS,140,1,1
13950,BNS,78,1,2
13951,BNS,305,1,1
13951,BNS,309,1,2
13952,BNS,305,1,1
13952,BNS,316,1,2
13953,BNS,80,1,1
13954,BNS,309,1,1
13954,BNS,303,1,2
13955,IT,66D,1,1
13956,BNS,103,1,1
13956,BNS,115,1,2
13956,BNS,105,1,3
13957,MV,184,1,1
13958,POCSO,8,1,1
13959,BNS,318,1,1
13959,BNS,338,1,2
13960,BNS,305,1,1
13961,BNS,338,1,1
13961,IT,66D,1,2
13962,BNS,105,1,1
13962,BNS,109,1,2
13963,MV,185,1,1
13964,BNS,331,1,1
13965,MV,184,1,1
13966,BNS,112,1,1
13966,BNS,189,1,2
13966,BNS,351,1,3
13967,IT,66,1,1
13967,IT,66C,1,2
13968,BNS,115,1,1
13968,BNS,103,1,2
13968,BNS,118,1,3
13969,BNS,303,1,1
13970,BNS,309,1,1
13970,BNS,310,1,2
13971,MV,185,1,1
13971,MV,184,1,2
13972,BNS,305,1,1
13973,BNS,310,1,1
13973,BNS,316,1,2
13974,BNS,338,1,1
13974,IT,66D,1,2
13974,BNS,318,1,3
13975,BNS,191,1,1
13975,BNS,196,1,2
13976,BNS,351,1,1
13976,BNS,196,1,2
13977,BNS,305,1,1
13978,BNS,310,1,1
13978,BNS,331,1,2
13978,BNS,305,1,3
13979,BNS,309,1,1
13979,BNS,305,1,2
13979,BNS,331,1,3
13980,IT,66D,1,1
13980,IT,66C,1,2
13981,BNS,316,1,1
13982,NDPS,8,1,1
13982,NDPS,21,1,2
13983,BNS,310,1,1
13983,BNS,318,1,2
13983,BNS,331,1,3
13984,IT,66D,1,1
13985,BNS,351,1,1
13986,BNS,80,1,1
13986,BNS,64,1,2
13987,BNS,331,1,1
13987,BNS,318,1,2
13988,MV,185,1,1
13988,MV,184,1,2
13989,MV,184,1,1
13990,BNS,189,1,1
13990,BNS,351,1,2
13991,BNS,105,1,1
13991,BNS,109,1,2
13991,BNS,118,1,3
13992,BNS,309,1,1
13993,BNS,318,1,1
13994,BNS,316,1,1
13994,BNS,309,1,2
13994,BNS,305,1,3
13995,BNS,316,1,1
13995,BNS,310,1,2
13996,BNS,338,1,1
13996,IT,66D,1,2
13996,BNS,318,1,3
13997,BNS,305,1,1
13997,BNS,309,1,2
13999,MV,184,1,1
13999,MV,185,1,2
14000,BNS,310,1,1
14000,BNS,309,1,2
14002,BNS,112,1,1
14002,BNS,351,1,2
14003,BNS,105,1,1
14003,BNS,109,1,2
14003,BNS,115,1,3
14005,BNS,310,1,1
14005,BNS,309,1,2
14006,BNS,74,1,1
14006,BNS,85,1,2
14007,BNS,112,1,1
14008,ARMS,25,1,1
14008,EXCISE,32,1,2
14008,NDPS,20,1,3
14009,BNS,318,1,1
14009,IT,66D,1,2
14010,MV,185,1,1
14011,MV,185,1,1
14012,MV,184,1,1
14012,MV,185,1,2
14013,BNS,310,1,1
14013,BNS,318,1,2
14014,BNS,318,1,1
14014,BNS,331,1,2
14015,IT,66C,1,1
14015,IT,66D,1,2
14015,IT,66,1,3
14016,BNS,318,1,1
14016,BNS,316,1,2
14016,BNS,305,1,3
14017,BNS,118,1,1
14017,BNS,105,1,2
14019,BNS,111,1,1
14019,BNS,196,1,2
14020,NDPS,20,1,1
14021,BNS,78,1,1
14022,BNS,310,1,1
14023,BNS,80,1,1
14023,BNS,64,1,2
14024,BNS,331,1,1
14024,BNS,316,1,2
14025,BNS,316,1,1
14026,NDPS,21,1,1
14026,NDPS,20,1,2
14026,NDPS,8,1,3
14027,BNS,310,1,1
14027,BNS,303,1,2
14027,BNS,331,1,3
14028,MV,185,1,1
14028,MV,184,1,2
14029,BNS,103,1,1
14029,BNS,105,1,2
14029,BNS,118,1,3
14030,NDPS,8,1,1
14031,NDPS,20,1,1
14031,ARMS,25,1,2
14031,NDPS,8,1,3
14032,BNS,338,1,1
14032,IT,66D,1,2
14033,BNS,310,1,1
14034,BNS,140,1,1
14035,BNS,351,1,1
14036,NDPS,8,1,1
14036,EXCISE,32,1,2
14037,BNS,310,1,1
14037,BNS,318,1,2
14037,BNS,316,1,3
14038,MV,184,1,1
14039,BNS,74,1,1
14039,BNS,80,1,2
14039,BNS,140,1,3
14040,BNS,74,1,1
14041,IT,66D,1,1
14042,BNS,303,1,1
14044,BNS,78,1,1
14045,MV,185,1,1
14046,BNS,310,1,1
14046,BNS,316,1,2
14047,BNS,85,1,1
14047,BNS,80,1,2
14048,BNS,331,1,1
14048,BNS,309,1,2
14048,BNS,310,1,3
14049,BNS,303,1,1
14049,BNS,310,1,2
14050,MV,184,1,1
14050,MV,185,1,2
14051,BNS,318,1,1
14051,BNS,331,1,2
14052,NDPS,8,1,1
14052,NDPS,21,1,2
14052,ARMS,27,1,3
14053,BNS,105,1,1
14053,BNS,115,1,2
14053,BNS,103,1,3
14054,MV,184,1,1
14055,NDPS,20,1,1
14055,NDPS,8,1,2
14056,BNS,105,1,1
14056,BNS,115,1,2
14057,ARMS,27,1,1
14057,EXCISE,32,1,2
14058,BNS,111,1,1
14058,BNS,112,1,2
14059,BNS,310,1,1
14060,BNS,331,1,1
14060,BNS,316,1,2
14061,BNS,303,1,1
14061,BNS,318,1,2
14062,BNS,196,1,1
14062,BNS,351,1,2
14062,BNS,189,1,3
14063,BNS,316,1,1
14064,BNS,318,1,1
14064,BNS,331,1,2
14064,BNS,303,1,3
14065,BNS,310,1,1
14065,BNS,303,1,2
14066,MV,184,1,1
14067,IT,66D,1,1
14067,BNS,338,1,2
14068,BNS,318,1,1
14068,BNS,316,1,2
14068,BNS,305,1,3
14070,MV,185,1,1
14071,BNS,109,1,1
14071,BNS,103,1,2
14072,BNS,64,1,1
14074,BNS,309,1,1
14074,BNS,318,1,2
14074,BNS,331,1,3
14075,BNS,331,1,1
14075,BNS,309,1,2
14076,POCSO,8,1,1
14076,POCSO,4,1,2
14077,BNS,112,1,1
14077,BNS,351,1,2
14077,BNS,191,1,3
14078,BNS,303,1,1
14078,BNS,310,1,2
14080,BNS,338,1,1
14081,ARMS,25,1,1
14081,NDPS,8,1,2
14082,BNS,318,1,1
14083,BNS,305,1,1
14084,BNS,351,1,1
14084,BNS,191,1,2
14085,NDPS,8,1,1
14085,ARMS,27,1,2
14085,ARMS,25,1,3
14087,BNS,303,1,1
14087,BNS,309,1,2
14088,BNS,316,1,1
14088,BNS,310,1,2
14088,BNS,318,1,3
14089,BNS,64,1,1
14090,BNS,338,1,1
14091,BNS,338,1,1
14091,IT,66D,1,2
14092,BNS,103,1,1
14092,BNS,115,1,2
14093,BNS,105,1,1
14094,BNS,338,1,1
14095,BNS,103,1,1
14095,BNS,105,1,2
14095,BNS,115,1,3
14096,MV,185,1,1
14097,MV,185,1,1
14098,IT,66D,1,1
14098,IT,66,1,2
14098,IT,66C,1,3
14099,BNS,303,1,1
14099,BNS,318,1,2
14100,BNS,303,1,1
14100,BNS,309,1,2
14101,BNS,196,1,1
14102,BNS,111,1,1
14102,BNS,112,1,2
14103,BNS,305,1,1
14103,BNS,331,1,2
14104,BNS,80,1,1
14105,BNS,105,1,1
14105,BNS,103,1,2
14105,BNS,115,1,3
14106,MV,185,1,1
14106,MV,184,1,2
14107,BNS,109,1,1
14107,BNS,103,1,2
14107,BNS,105,1,3
14108,BNS,305,1,1
14108,BNS,331,1,2
14109,BNS,105,1,1
14109,BNS,118,1,2
14110,IT,66D,1,1
14110,BNS,318,1,2
14110,BNS,338,1,3
14111,BNS,316,1,1
14111,BNS,303,1,2
14112,MV,184,1,1
14113,BNS,115,1,1
14113,BNS,109,1,2
14113,BNS,105,1,3
14114,BNS,74,1,1
14115,ARMS,27,1,1
14116,MV,185,1,1
14116,MV,184,1,2
14117,BNS,316,1,1
14118,BNS,303,1,1
14118,BNS,316,1,2
14118,BNS,305,1,3
14119,BNS,318,1,1
14120,BNS,318,1,1
14120,IT,66D,1,2
14121,IT,66D,1,1
14121,IT,66,1,2
14122,BNS,310,1,1
14122,BNS,305,1,2
14123,BNS,303,1,1
14123,BNS,309,1,2
14123,BNS,318,1,3
14124,BNS,318,1,1
14124,IT,66D,1,2
14125,BNS,115,1,1
14125,BNS,105,1,2
14126,BNS,103,1,1
14127,BNS,338,1,1
14128,BNS,189,1,1
14128,BNS,196,1,2
14129,IT,66D,1,1
14129,BNS,338,1,2
14130,BNS,309,1,1
14131,BNS,318,1,1
14131,BNS,316,1,2
14131,BNS,310,1,3
14132,IT,66D,1,1
14132,IT,66C,1,2
14133,MV,184,1,1
14134,BNS,78,1,1
14135,BNS,305,1,1
14136,BNS,338,1,1
14136,BNS,318,1,2
14137,MV,184,1,1
14137,MV,185,1,2
14138,BNS,118,1,1
14138,BNS,103,1,2
14138,BNS,105,1,3
14139,BNS,303,1,1
14139,BNS,331,1,2
14140,BNS,303,1,1
14141,BNS,80,1,1
14141,BNS,64,1,2
14142,BNS,310,1,1
14142,BNS,303,1,2
14143,BNS,331,1,1
14143,BNS,303,1,2
14143,BNS,309,1,3
14144,IT,66C,1,1
14145,BNS,111,1,1
14145,BNS,351,1,2
14145,BNS,191,1,3
14146,BNS,74,1,1
14146,BNS,78,1,2
14146,BNS,64,1,3
14147,MV,185,1,1
14148,BNS,310,1,1
14149,BNS,318,1,1
14150,BNS,316,1,1
14151,BNS,303,1,1
14152,BNS,310,1,1
14154,BNS,105,1,1
14154,BNS,115,1,2
14154,BNS,103,1,3
14155,BNS,318,1,1
14155,BNS,305,1,2
14156,BNS,338,1,1
14157,BNS,309,1,1
14158,BNS,338,1,1
14158,IT,66D,1,2
14159,BNS,318,1,1
14160,BNS,316,1,1
14160,BNS,318,1,2
14161,BNS,331,1,1
14161,BNS,303,1,2
14161,BNS,309,1,3
14163,BNS,331,1,1
14163,BNS,305,1,2
14164,BNS,305,1,1
14164,BNS,310,1,2
14164,BNS,318,1,3
14165,IT,66D,1,1
14165,BNS,338,1,2
14165,BNS,318,1,3
14166,BNS,111,1,1
14167,BNS,338,1,1
14167,IT,66D,1,2
14167,BNS,318,1,3
14168,BNS,331,1,1
14169,BNS,318,1,1
14169,BNS,309,1,2
14170,BNS,103,1,1
14170,BNS,109,1,2
14171,BNS,305,1,1
14171,BNS,316,1,2
14171,BNS,309,1,3
14172,MV,184,1,1
14173,BNS,316,1,1
14173,BNS,305,1,2
14173,BNS,310,1,3
14174,BNS,316,1,1
14174,BNS,318,1,2
14174,BNS,331,1,3
14175,BNS,85,1,1
14175,BNS,140,1,2
14175,BNS,64,1,3
14176,BNS,109,1,1
14177,BNS,118,1,1
14178,MV,184,1,1
14178,MV,185,1,2
14179,BNS,78,1,1
14180,BNS,74,1,1
14181,BNS,316,1,1
14182,BNS,196,1,1
14182,BNS,191,1,2
14182,BNS,111,1,3
14183,BNS,303,1,1
14183,BNS,305,1,2
14183,BNS,331,1,3
14184,BNS,303,1,1
14184,BNS,309,1,2
14185,EXCISE,32,1,1
14185,ARMS,25,1,2
14185,NDPS,8,1,3
14186,BNS,316,1,1
14186,BNS,331,1,2
14186,BNS,318,1,3
14187,BNS,189,1,1
14188,BNS,303,1,1
14188,BNS,316,1,2
14188,BNS,331,1,3
14189,MV,184,1,1
14189,MV,185,1,2
14190,BNS,318,1,1
14190,BNS,305,1,2
14190,BNS,309,1,3
14191,BNS,140,1,1
14191,BNS,78,1,2
14192,MV,184,1,1
14193,NDPS,21,1,1
14194,MV,185,1,1
14195,BNS,318,1,1
14196,BNS,78,1,1
14196,BNS,80,1,2
14196,BNS,74,1,3
14197,BNS,303,1,1
14197,BNS,305,1,2
14197,BNS,310,1,3
14198,BNS,118,1,1
14199,BNS,338,1,1
14200,BNS,351,1,1
14200,BNS,191,1,2
14201,POCSO,4,1,1
14202,BNS,316,1,1
14203,BNS,191,1,1
14203,BNS,351,1,2
14203,BNS,112,1,3
14204,BNS,115,1,1
14204,BNS,109,1,2
14205,MV,184,1,1
14206,BNS,318,1,1
14206,BNS,303,1,2
14207,ARMS,27,1,1
14207,NDPS,21,1,2
14208,ARMS,27,1,1
14209,BNS,318,1,1
14210,MV,184,1,1
14210,MV,185,1,2
14211,BNS,189,1,1
14211,BNS,111,1,2
14212,MV,184,1,1
14212,MV,185,1,2
14213,MV,185,1,1
14213,MV,184,1,2
14214,MV,185,1,1
14215,BNS,305,1,1
14216,BNS,331,1,1
14217,BNS,310,1,1
14218,BNS,331,1,1
14218,BNS,309,1,2
14218,BNS,316,1,3
14219,BNS,338,1,1
14219,BNS,318,1,2
14219,IT,66D,1,3
14220,BNS,331,1,1
14221,BNS,189,1,1
14222,BNS,109,1,1
14222,BNS,115,1,2
14223,BNS,318,1,1
14223,BNS,309,1,2
14224,MV,185,1,1
14225,BNS,115,1,1
14225,BNS,118,1,2
14225,BNS,103,1,3
14226,NDPS,8,1,1
14226,ARMS,25,1,2
14226,NDPS,20,1,3
14227,BNS,78,1,1
14227,BNS,74,1,2
14229,BNS,305,1,1
14229,BNS,303,1,2
14230,MV,185,1,1
14230,MV,184,1,2
14231,IT,66D,1,1
14231,BNS,338,1,2
14232,MV,184,1,1
14233,IT,66D,1,1
14234,BNS,303,1,1
14234,BNS,318,1,2
14235,BNS,105,1,1
14237,MV,185,1,1
14237,MV,184,1,2
14238,BNS,303,1,1
14238,BNS,310,1,2
14238,BNS,305,1,3
14239,BNS,105,1,1
14240,BNS,318,1,1
14240,BNS,338,1,2
14240,IT,66D,1,3
14241,BNS,309,1,1
14241,BNS,303,1,2
14242,BNS,318,1,1
14242,BNS,338,1,2
14242,IT,66D,1,3
14243,BNS,305,1,1
14245,BNS,316,1,1
14245,BNS,331,1,2
14247,ARMS,25,1,1
14247,EXCISE,32,1,2
14247,NDPS,20,1,3
14248,BNS,118,1,1
14248,BNS,109,1,2
14248,BNS,115,1,3
14249,BNS,351,1,1
14249,BNS,112,1,2
14249,BNS,191,1,3
14250,BNS,331,1,1
14251,BNS,309,1,1
14251,BNS,331,1,2
14251,BNS,305,1,3
14252,MV,185,1,1
14253,BNS,310,1,1
14253,BNS,303,1,2
14253,BNS,318,1,3
14254,BNS,115,1,1
14254,BNS,109,1,2
14254,BNS,118,1,3
14255,BNS,310,1,1
14255,BNS,305,1,2
14255,BNS,316,1,3
14256,BNS,331,1,1
14256,BNS,316,1,2
14258,BNS,316,1,1
14258,BNS,303,1,2
14259,BNS,109,1,1
14260,BNS,331,1,1
14262,IT,66D,1,1
14263,BNS,85,1,1
14263,BNS,140,1,2
14263,BNS,74,1,3
14264,BNS,112,1,1
14264,BNS,351,1,2
14265,MV,185,1,1
14266,BNS,303,1,1
14266,BNS,318,1,2
14267,BNS,318,1,1
14267,BNS,338,1,2
14267,IT,66D,1,3
14268,BNS,303,1,1
14268,BNS,305,1,2
14269,BNS,64,1,1
14269,BNS,85,1,2
14271,IT,66D,1,1
14271,BNS,338,1,2
14272,BNS,303,1,1
14272,BNS,310,1,2
14273,BNS,115,1,1
14274,BNS,331,1,1
14274,BNS,309,1,2
14275,BNS,111,1,1
14275,BNS,191,1,2
14276,BNS,316,1,1
14276,BNS,310,1,2
14276,BNS,318,1,3
14277,BNS,305,1,1
14278,BNS,64,1,1
14278,BNS,140,1,2
14279,BNS,305,1,1
14279,BNS,316,1,2
14281,BNS,109,1,1
14282,IT,66,1,1
14282,IT,66C,1,2
14282,IT,66D,1,3
14283,BNS,189,1,1
14284,PC,7,1,1
14287,BNS,103,1,1
14288,BNS,303,1,1
14288,BNS,310,1,2
14288,BNS,316,1,3
14289,BNS,318,1,1
14289,IT,66D,1,2
14289,BNS,338,1,3
14290,BNS,310,1,1
14290,BNS,331,1,2
14290,BNS,303,1,3
14291,BNS,310,1,1
14291,BNS,309,1,2
14291,BNS,316,1,3
14292,BNS,318,1,1
14293,BNS,303,1,1
14293,BNS,309,1,2
14294,BNS,78,1,1
14294,BNS,80,1,2
14294,BNS,74,1,3
14295,BNS,338,1,1
14295,IT,66D,1,2
14296,BNS,303,1,1
14296,BNS,309,1,2
14296,BNS,316,1,3
14297,BNS,305,1,1
14298,IT,66,1,1
14298,IT,66C,1,2
14299,BNS,109,1,1
14299,BNS,105,1,2
14299,BNS,103,1,3
14300,BNS,111,1,1
14300,BNS,351,1,2
14300,BNS,196,1,3
14301,BNS,331,1,1
14301,BNS,310,1,2
14302,POCSO,4,1,1
14302,BNS,140,1,2
14303,BNS,303,1,1
14303,BNS,318,1,2
14304,IT,66D,1,1
14305,BNS,64,1,1
14305,BNS,78,1,2
14306,BNS,309,1,1
14307,BNS,338,1,1
14309,BNS,309,1,1
14310,BNS,115,1,1
14310,BNS,105,1,2
14310,BNS,103,1,3
14311,BNS,103,1,1
14311,BNS,109,1,2
14312,PC,7,1,1
14313,BNS,103,1,1
14314,BNS,316,1,1
14314,BNS,303,1,2
14314,BNS,309,1,3
14315,IT,66D,1,1
14315,BNS,338,1,2
14316,BNS,310,1,1
14316,BNS,303,1,2
14317,BNS,331,1,1
14318,MV,184,1,1
14319,BNS,305,1,1
14319,BNS,309,1,2
14320,BNS,309,1,1
14321,BNS,338,1,1
14321,BNS,318,1,2
14321,IT,66D,1,3
14322,BNS,111,1,1
14324,MV,184,1,1
14324,MV,185,1,2
14325,BNS,111,1,1
14325,BNS,112,1,2
14326,BNS,189,1,1
14326,BNS,112,1,2
14326,BNS,191,1,3
14327,BNS,338,1,1
14327,IT,66D,1,2
14327,BNS,318,1,3
14328,MV,184,1,1
14329,BNS,115,1,1
14329,BNS,103,1,2
14329,BNS,118,1,3
14330,BNS,303,1,1
14330,BNS,309,1,2
14330,BNS,305,1,3
14331,BNS,74,1,1
14332,BNS,305,1,1
14332,BNS,331,1,2
14333,MV,185,1,1
14334,IT,66D,1,1
14335,BNS,78,1,1
14335,BNS,64,1,2
14336,BNS,109,1,1
14336,BNS,103,1,2
14336,BNS,118,1,3
14337,BNS,78,1,1
14337,BNS,74,1,2
14338,MV,184,1,1
14339,MV,184,1,1
14340,ARMS,25,1,1
14340,NDPS,21,1,2
14340,NDPS,8,1,3
14341,BNS,318,1,1
14341,BNS,303,1,2
14342,BNS,331,1,1
14342,BNS,310,1,2
14342,BNS,316,1,3
14343,BNS,189,1,1
14344,BNS,310,1,1
14344,BNS,303,1,2
14344,BNS,309,1,3
14345,MV,185,1,1
14346,NDPS,8,1,1
14346,ARMS,27,1,2
14347,BNS,338,1,1
14348,BNS,112,1,1
14348,BNS,111,1,2
14348,BNS,189,1,3
14349,BNS,105,1,1
14350,BNS,316,1,1
14350,BNS,318,1,2
14350,BNS,309,1,3
14351,BNS,310,1,1
14351,BNS,303,1,2
14351,BNS,318,1,3
14352,BNS,305,1,1
14352,BNS,310,1,2
14353,IT,66D,1,1
14353,IT,66,1,2
14354,BNS,78,1,1
14354,BNS,64,1,2
14355,BNS,78,1,1
14355,BNS,74,1,2
14355,BNS,85,1,3
14356,IT,66D,1,1
14356,BNS,338,1,2
14356,BNS,318,1,3
14357,BNS,318,1,1
14357,BNS,305,1,2
14358,BNS,115,1,1
14358,BNS,103,1,2
14358,BNS,105,1,3
14359,BNS,115,1,1
14359,BNS,103,1,2
14359,BNS,105,1,3
14360,BNS,338,1,1
14360,IT,66D,1,2
14361,BNS,316,1,1
14361,BNS,318,1,2
14362,BNS,118,1,1
14362,BNS,103,1,2
14362,BNS,115,1,3
14363,MV,184,1,1
14364,NDPS,20,1,1
14365,BNS,318,1,1
14365,BNS,305,1,2
14365,BNS,309,1,3
14366,BNS,316,1,1
14366,BNS,318,1,2
14367,BNS,310,1,1
14367,BNS,309,1,2
14367,BNS,316,1,3
14368,BNS,103,1,1
14368,BNS,115,1,2
14369,MV,185,1,1
14369,MV,184,1,2
14371,BNS,310,1,1
14371,BNS,305,1,2
14372,BNS,103,1,1
14373,BNS,316,1,1
14373,BNS,305,1,2
14373,BNS,318,1,3
14374,BNS,196,1,1
14374,BNS,351,1,2
14374,BNS,189,1,3
14375,BNS,103,1,1
14375,BNS,118,1,2
14376,MV,185,1,1
14376,MV,184,1,2
14377,MV,184,1,1
14377,MV,185,1,2
14378,BNS,338,1,1
14379,BNS,318,1,1
14379,BNS,305,1,2
14379,BNS,331,1,3
14380,BNS,331,1,1
14380,BNS,305,1,2
14380,BNS,316,1,3
14381,IT,66D,1,1
14381,BNS,338,1,2
14381,BNS,318,1,3
14382,BNS,331,1,1
14382,BNS,303,1,2
14383,BNS,318,1,1
14383,BNS,310,1,2
14384,BNS,112,1,1
14384,BNS,351,1,2
14384,BNS,189,1,3
14385,BNS,310,1,1
14386,BNS,305,1,1
14386,BNS,316,1,2
14386,BNS,318,1,3
14387,NDPS,21,1,1
14387,NDPS,8,1,2
14387,ARMS,25,1,3
14388,BNS,305,1,1
14389,BNS,318,1,1
14389,BNS,331,1,2
14389,BNS,305,1,3
14391,BNS,309,1,1
14391,BNS,310,1,2
14392,BNS,118,1,1
14392,BNS,103,1,2
14392,BNS,109,1,3
14394,BNS,105,1,1
14395,NDPS,21,1,1
14395,EXCISE,32,1,2
14396,BNS,351,1,1
14396,BNS,112,1,2
14396,BNS,189,1,3
14397,BNS,338,1,1
14397,IT,66D,1,2
14397,BNS,318,1,3
14398,BNS,191,1,1
14398,BNS,112,1,2
14398,BNS,189,1,3
14399,BNS,115,1,1
14399,BNS,103,1,2
14399,BNS,105,1,3
14400,PC,7,1,1
14401,NDPS,20,1,1
14401,ARMS,27,1,2
14401,NDPS,21,1,3
14402,IT,66D,1,1
14402,BNS,318,1,2
14404,NDPS,8,1,1
14404,EXCISE,32,1,2
14404,ARMS,27,1,3
14405,BNS,111,1,1
14406,BNS,310,1,1
14407,BNS,303,1,1
14409,BNS,310,1,1
14410,MV,185,1,1
14410,MV,184,1,2
14411,MV,184,1,1
14412,BNS,303,1,1
14412,BNS,310,1,2
14412,BNS,316,1,3
14413,BNS,74,1,1
14413,BNS,78,1,2
14413,BNS,64,1,3
14414,BNS,103,1,1
14414,BNS,105,1,2
14415,BNS,105,1,1
14415,BNS,118,1,2
14416,MV,185,1,1
14417,BNS,109,1,1
14417,BNS,103,1,2
14418,BNS,303,1,1
14418,BNS,309,1,2
14418,BNS,305,1,3
14419,BNS,316,1,1
14419,BNS,309,1,2
14420,BNS,74,1,1
14420,BNS,85,1,2
14421,IT,66C,1,1
14421,IT,66D,1,2
14422,BNS,303,1,1
14422,BNS,309,1,2
14423,POCSO,4,1,1
14423,BNS,140,1,2
14423,POCSO,8,1,3
14424,BNS,318,1,1
14424,BNS,310,1,2
14425,BNS,338,1,1
14426,MV,184,1,1
14427,BNS,78,1,1
14427,BNS,140,1,2
14427,BNS,74,1,3
14428,BNS,112,1,1
14428,BNS,191,1,2
14428,BNS,351,1,3
14429,BNS,111,1,1
14429,BNS,196,1,2
14430,BNS,85,1,1
14430,BNS,140,1,2
14430,BNS,74,1,3
14431,IT,66D,1,1
14432,BNS,303,1,1
14432,BNS,316,1,2
14433,BNS,303,1,1
14433,BNS,316,1,2
14433,BNS,310,1,3
14434,BNS,78,1,1
14434,BNS,140,1,2
14435,BNS,189,1,1
14435,BNS,196,1,2
14436,BNS,310,1,1
14436,BNS,316,1,2
14437,BNS,303,1,1
14439,BNS,316,1,1
14440,BNS,310,1,1
14441,BNS,309,1,1
14441,BNS,303,1,2
14442,BNS,309,1,1
14443,BNS,318,1,1
14443,IT,66D,1,2
14443,BNS,338,1,3
14444,IT,66D,1,1
14445,BNS,318,1,1
14445,BNS,303,1,2
14446,BNS,74,1,1
14446,BNS,140,1,2
14448,BNS,331,1,1
14449,BNS,305,1,1
14449,BNS,310,1,2
14449,BNS,331,1,3
14450,BNS,351,1,1
14450,BNS,112,1,2
14450,BNS,196,1,3
14451,BNS,316,1,1
14452,ARMS,25,1,1
14452,NDPS,8,1,2
14452,EXCISE,32,1,3
14453,IT,66D,1,1
14453,BNS,338,1,2
14453,BNS,318,1,3
14454,MV,185,1,1
14454,MV,184,1,2
14455,MV,184,1,1
14456,MV,185,1,1
14457,POCSO,8,1,1
14457,POCSO,4,1,2
14458,BNS,105,1,1
14458,BNS,115,1,2
14459,BNS,115,1,1
14459,BNS,118,1,2
14459,BNS,105,1,3
14460,BNS,111,1,1
14460,BNS,112,1,2
14461,MV,184,1,1
14462,IT,66D,1,1
14462,IT,66C,1,2
14463,BNS,309,1,1
14464,BNS,78,1,1
14464,BNS,64,1,2
14464,BNS,85,1,3
14465,NDPS,21,1,1
14466,MV,184,1,1
14467,BNS,112,1,1
14467,BNS,189,1,2
14467,BNS,351,1,3
14468,BNS,316,1,1
14469,BNS,85,1,1
14469,BNS,140,1,2
14469,BNS,78,1,3
14470,BNS,316,1,1
14470,BNS,310,1,2
14470,BNS,331,1,3
14471,BNS,105,1,1
14472,BNS,309,1,1
14472,BNS,303,1,2
14472,BNS,310,1,3
14473,BNS,105,1,1
14474,MV,184,1,1
14475,MV,184,1,1
14476,NDPS,21,1,1
14476,ARMS,25,1,2
14476,NDPS,20,1,3
14477,BNS,338,1,1
14478,BNS,103,1,1
14479,BNS,331,1,1
14479,BNS,310,1,2
14479,BNS,309,1,3
14480,BNS,318,1,1
14480,BNS,316,1,2
14480,BNS,303,1,3
14481,BNS,189,1,1
14481,BNS,196,1,2
14482,IT,66D,1,1
14483,MV,184,1,1
14484,MV,184,1,1
14485,MV,185,1,1
14486,BNS,318,1,1
14486,BNS,338,1,2
14486,IT,66D,1,3
14487,IT,66D,1,1
14488,BNS,196,1,1
14488,BNS,111,1,2
14488,BNS,191,1,3
14489,BNS,105,1,1
14489,BNS,109,1,2
14490,BNS,331,1,1
14490,BNS,303,1,2
14491,BNS,111,1,1
14491,BNS,191,1,2
14492,BNS,303,1,1
14493,BNS,140,1,1
14493,POCSO,4,1,2
14494,BNS,309,1,1
14495,BNS,309,1,1
14496,BNS,85,1,1
14496,BNS,140,1,2
14496,BNS,78,1,3
14497,BNS,318,1,1
14497,BNS,331,1,2
14497,BNS,316,1,3
14498,BNS,318,1,1
14498,BNS,305,1,2
14499,BNS,318,1,1
14500,MV,185,1,1
14500,MV,184,1,2
14501,EXCISE,32,1,1
14501,ARMS,25,1,2
14502,BNS,103,1,1
14502,BNS,109,1,2
14502,BNS,115,1,3
14503,BNS,303,1,1
14503,BNS,318,1,2
14504,IT,66D,1,1
14504,BNS,338,1,2
14504,BNS,318,1,3
14505,IT,66D,1,1
14505,BNS,318,1,2
14506,BNS,338,1,1
14506,IT,66D,1,2
14507,MV,185,1,1
14508,BNS,331,1,1
14508,BNS,303,1,2
14508,BNS,318,1,3
14509,NDPS,21,1,1
14509,EXCISE,32,1,2
14510,BNS,309,1,1
14511,BNS,310,1,1
14512,BNS,338,1,1
14513,BNS,191,1,1
14513,BNS,196,1,2
14513,BNS,112,1,3
14514,MV,185,1,1
14515,BNS,310,1,1
14515,BNS,309,1,2
14515,BNS,305,1,3
14516,BNS,109,1,1
14516,BNS,118,1,2
14517,BNS,318,1,1
14517,BNS,310,1,2
